,draw_size,winner_id,winner_seed,winner_name,winner_hand,winner_ht,winner_age,loser_id,loser_seed,loser_name,loser_hand,loser_ht,loser_age,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,surface_cat,fav_win
7687,64,106421,2,Daniil Medvedev,R,198.0,25.2,200221,0,Alejandro Davidovich Fokina,R,183.0,21.9,3,32,132.0,5.0,3.0,83.0,64.0,45.0,11.0,14.0,5.0,8.0,0.0,2.0,99.0,73.0,42.0,14.0,14.0,11.0,16.0,3.0,9700.0,49.0,1283.0,2021,0,True
7688,64,106426,16,Cristian Garin,R,185.0,24.9,136440,0,Dominik Koepfer,L,180.0,27.0,3,32,98.0,3.0,3.0,68.0,36.0,29.0,14.0,10.0,3.0,5.0,3.0,4.0,67.0,45.0,26.0,9.0,9.0,6.0,10.0,25.0,2215.0,53.0,1177.0,2021,0,True
7689,64,105643,0,Federico Delbonis,L,190.0,30.5,105077,0,Albert Ramos,L,188.0,33.2,3,32,99.0,6.0,3.0,60.0,36.0,29.0,12.0,10.0,1.0,3.0,0.0,1.0,76.0,42.0,28.0,14.0,11.0,8.0,12.0,77.0,944.0,37.0,1610.0,2021,0,False
7690,64,126610,8,Matteo Berrettini,R,196.0,25.0,104926,0,Fabio Fognini,R,178.0,33.9,3,32,81.0,5.0,1.0,53.0,39.0,33.0,9.0,10.0,0.0,0.0,1.0,2.0,66.0,47.0,33.0,7.0,9.0,5.0,7.0,10.0,3493.0,28.0,2048.0,2021,0,True
7691,64,126774,4,Stefanos Tsitsipas,R,193.0,22.7,105332,0,Benoit Paire,R,196.0,31.9,3,32,54.0,4.0,1.0,45.0,32.0,24.0,7.0,8.0,2.0,3.0,1.0,3.0,42.0,23.0,12.0,5.0,7.0,2.0,7.0,5.0,7910.0,35.0,1659.0,2021,0,True
7692,64,134770,0,Casper Ruud,R,183.0,22.3,106415,0,Yoshihito Nishioka,L,170.0,25.5,3,32,57.0,8.0,0.0,44.0,34.0,27.0,6.0,8.0,0.0,0.0,0.0,2.0,40.0,27.0,15.0,3.0,7.0,1.0,5.0,22.0,2340.0,60.0,1052.0,2021,0,True
7693,64,122330,0,Alexander Bublik,R,196.0,23.8,133430,11,Denis Shapovalov,L,185.0,22.0,3,32,139.0,10.0,7.0,101.0,62.0,46.0,21.0,16.0,4.0,6.0,6.0,14.0,115.0,59.0,42.0,28.0,16.0,11.0,14.0,44.0,1453.0,14.0,2820.0,2021,0,False
7694,64,106234,0,Aslan Karatsev,R,185.0,27.6,106043,7,Diego Schwartzman,R,170.0,28.7,3,32,108.0,7.0,6.0,71.0,44.0,34.0,13.0,13.0,4.0,7.0,1.0,3.0,76.0,46.0,28.0,14.0,12.0,7.0,11.0,27.0,2087.0,9.0,3765.0,2021,0,False
7695,64,126094,6,Andrey Rublev,R,188.0,23.5,126205,0,Tommy Paul,R,185.0,23.9,3,32,139.0,3.0,4.0,107.0,66.0,46.0,20.0,16.0,5.0,8.0,7.0,2.0,104.0,71.0,42.0,17.0,15.0,5.0,10.0,7.0,6000.0,58.0,1111.0,2021,0,True
7696,64,104545,0,John Isner,R,206.0,36.0,105138,9,Roberto Bautista Agut,R,183.0,33.0,3,32,142.0,32.0,0.0,100.0,75.0,61.0,15.0,17.0,0.0,0.0,2.0,1.0,124.0,93.0,67.0,18.0,17.0,9.0,10.0,39.0,1550.0,11.0,3090.0,2021,0,False
7697,64,200282,0,Alex De Minaur,R,183.0,22.2,144750,0,Lloyd Harris,R,193.0,24.1,3,32,42.0,1.0,0.0,28.0,15.0,11.0,9.0,6.0,0.0,2.0,1.0,1.0,30.0,25.0,8.0,1.0,5.0,3.0,8.0,24.0,2235.0,54.0,1173.0,2021,0,True
7698,64,106233,3,Dominic Thiem,R,185.0,27.6,106218,0,Marcos Giron,R,180.0,27.7,3,32,57.0,5.0,1.0,40.0,32.0,26.0,6.0,8.0,0.0,0.0,0.0,1.0,45.0,25.0,16.0,8.0,8.0,5.0,9.0,4.0,8365.0,91.0,847.0,2021,0,True
7699,64,100644,5,Alexander Zverev,R,198.0,24.0,105453,0,Kei Nishikori,R,178.0,31.3,3,32,74.0,5.0,0.0,49.0,32.0,24.0,11.0,9.0,2.0,3.0,0.0,0.0,54.0,38.0,22.0,6.0,8.0,6.0,10.0,6.0,6125.0,43.0,1453.0,2021,0,True
7700,64,105554,0,Daniel Evans,R,175.0,30.9,105357,0,John Millman,R,183.0,31.8,3,32,153.0,1.0,4.0,102.0,64.0,43.0,27.0,15.0,8.0,9.0,3.0,1.0,87.0,63.0,39.0,12.0,14.0,4.0,8.0,26.0,2140.0,42.0,1486.0,2021,0,True
7701,64,200615,0,Alexei Popyrin,R,196.0,21.7,206173,14,Jannik Sinner,R,188.0,19.7,3,32,94.0,8.0,1.0,74.0,44.0,33.0,12.0,10.0,3.0,5.0,0.0,2.0,67.0,38.0,24.0,12.0,10.0,2.0,6.0,76.0,949.0,18.0,2524.0,2021,0,False
7702,64,104745,1,Rafael Nadal,L,185.0,34.9,207989,0,Carlos Alcaraz,R,185.0,17.9,3,32,77.0,1.0,3.0,45.0,26.0,21.0,11.0,8.0,2.0,3.0,0.0,3.0,38.0,22.0,9.0,5.0,7.0,2.0,7.0,2.0,9810.0,120.0,654.0,2021,0,True
7703,64,106426,16,Cristian Garin,R,185.0,24.9,106421,2,Daniil Medvedev,R,198.0,25.2,3,16,149.0,6.0,1.0,94.0,53.0,40.0,27.0,15.0,1.0,1.0,4.0,4.0,103.0,66.0,47.0,17.0,14.0,6.0,9.0,25.0,2215.0,3.0,9700.0,2021,0,False
7704,64,126610,8,Matteo Berrettini,R,196.0,25.0,105643,0,Federico Delbonis,L,190.0,30.5,3,16,96.0,7.0,0.0,65.0,42.0,35.0,14.0,11.0,2.0,3.0,4.0,3.0,69.0,48.0,32.0,13.0,11.0,2.0,4.0,10.0,3493.0,77.0,944.0,2021,0,True
7705,64,134770,0,Casper Ruud,R,183.0,22.3,126774,4,Stefanos Tsitsipas,R,193.0,22.7,3,16,93.0,4.0,1.0,68.0,51.0,41.0,9.0,11.0,0.0,0.0,5.0,3.0,62.0,39.0,32.0,15.0,11.0,0.0,1.0,22.0,2340.0,5.0,7910.0,2021,0,False
7706,64,122330,0,Alexander Bublik,R,196.0,23.8,106234,0,Aslan Karatsev,R,185.0,27.6,3,16,74.0,14.0,9.0,72.0,47.0,37.0,9.0,10.0,7.0,8.0,1.0,5.0,49.0,26.0,19.0,10.0,9.0,4.0,7.0,44.0,1453.0,27.0,2087.0,2021,0,False
7707,64,104545,0,John Isner,R,206.0,36.0,126094,6,Andrey Rublev,R,188.0,23.5,3,16,125.0,29.0,3.0,116.0,78.0,63.0,16.0,17.0,1.0,3.0,0.0,4.0,87.0,56.0,49.0,22.0,16.0,0.0,0.0,39.0,1550.0,7.0,6000.0,2021,0,False
7708,64,106233,3,Dominic Thiem,R,185.0,27.6,200282,0,Alex De Minaur,R,183.0,22.2,3,16,111.0,4.0,5.0,73.0,47.0,33.0,14.0,11.0,4.0,6.0,1.0,4.0,73.0,46.0,32.0,11.0,11.0,6.0,9.0,4.0,8365.0,24.0,2235.0,2021,0,True
7709,64,100644,5,Alexander Zverev,R,198.0,24.0,105554,0,Daniel Evans,R,175.0,30.9,3,16,97.0,7.0,6.0,67.0,40.0,32.0,15.0,11.0,1.0,2.0,0.0,1.0,65.0,44.0,29.0,12.0,10.0,2.0,4.0,6.0,6125.0,26.0,2140.0,2021,0,True
7710,64,104745,1,Rafael Nadal,L,185.0,34.9,200615,0,Alexei Popyrin,R,196.0,21.7,3,16,79.0,1.0,0.0,55.0,35.0,25.0,12.0,9.0,5.0,6.0,8.0,4.0,47.0,24.0,20.0,7.0,9.0,2.0,6.0,2.0,9810.0,76.0,949.0,2021,0,True
7711,64,126610,8,Matteo Berrettini,R,196.0,25.0,106426,16,Cristian Garin,R,185.0,24.9,3,8,126.0,14.0,2.0,80.0,54.0,43.0,11.0,14.0,3.0,6.0,5.0,5.0,92.0,51.0,33.0,18.0,13.0,8.0,14.0,10.0,3493.0,25.0,2215.0,2021,0,True
7712,64,134770,0,Casper Ruud,R,183.0,22.3,122330,0,Alexander Bublik,R,196.0,23.8,3,8,68.0,5.0,1.0,54.0,38.0,29.0,12.0,10.0,1.0,1.0,9.0,2.0,61.0,40.0,28.0,6.0,9.0,6.0,9.0,22.0,2340.0,44.0,1453.0,2021,0,True
7713,64,106233,3,Dominic Thiem,R,185.0,27.6,104545,0,John Isner,R,206.0,36.0,3,8,115.0,2.0,2.0,88.0,61.0,48.0,15.0,14.0,6.0,7.0,18.0,0.0,76.0,47.0,36.0,16.0,14.0,2.0,4.0,4.0,8365.0,39.0,1550.0,2021,0,True
7714,64,100644,5,Alexander Zverev,R,198.0,24.0,104745,1,Rafael Nadal,L,185.0,34.9,3,8,104.0,4.0,5.0,55.0,34.0,28.0,9.0,10.0,1.0,2.0,0.0,3.0,66.0,42.0,26.0,12.0,10.0,3.0,6.0,6.0,6125.0,2.0,9810.0,2021,0,False
7715,64,126610,8,Matteo Berrettini,R,196.0,25.0,134770,0,Casper Ruud,R,183.0,22.3,3,4,81.0,5.0,1.0,49.0,34.0,31.0,10.0,10.0,0.0,0.0,1.0,2.0,62.0,34.0,24.0,14.0,10.0,1.0,3.0,10.0,3493.0,22.0,2340.0,2021,0,True
7716,64,100644,5,Alexander Zverev,R,198.0,24.0,106233,3,Dominic Thiem,R,185.0,27.6,3,4,97.0,6.0,2.0,56.0,37.0,29.0,10.0,10.0,1.0,2.0,1.0,3.0,70.0,37.0,23.0,18.0,9.0,8.0,11.0,6.0,6125.0,4.0,8365.0,2021,0,False
7717,64,100644,5,Alexander Zverev,R,198.0,24.0,126610,8,Matteo Berrettini,R,196.0,25.0,3,2,160.0,5.0,7.0,95.0,66.0,50.0,16.0,15.0,2.0,3.0,7.0,1.0,110.0,74.0,53.0,16.0,16.0,4.0,8.0,6.0,6125.0,10.0,3493.0,2021,0,True
7718,32,106065,0,Marco Cecchinato,R,185.0,28.5,104678,0,Viktor Troicki,R,193.0,35.1,3,32,66.0,0.0,2.0,48.0,30.0,25.0,14.0,9.0,1.0,1.0,2.0,2.0,45.0,28.0,18.0,8.0,8.0,1.0,4.0,94.0,816.0,196.0,354.0,2021,0,True
7719,32,110748,0,Nikola Milojevic,R,188.0,25.8,105948,0,Federico Coria,R,180.0,29.1,3,32,80.0,5.0,4.0,59.0,31.0,21.0,16.0,8.0,3.0,4.0,3.0,3.0,53.0,37.0,18.0,7.0,8.0,5.0,10.0,134.0,551.0,90.0,875.0,2021,0,False
7720,32,105936,5,Filip Krajinovic,R,185.0,29.1,105882,0,Stefano Travaglia,R,185.0,29.3,3,32,148.0,6.0,3.0,113.0,69.0,47.0,22.0,17.0,4.0,7.0,6.0,6.0,104.0,58.0,42.0,22.0,16.0,9.0,13.0,33.0,1683.0,63.0,1039.0,2021,0,True
7721,32,105643,0,Federico Delbonis,L,190.0,30.5,105575,0,Ricardas Berankis,R,175.0,30.8,3,32,131.0,7.0,1.0,85.0,58.0,41.0,15.0,13.0,5.0,7.0,1.0,0.0,85.0,52.0,33.0,16.0,13.0,7.0,11.0,84.0,919.0,89.0,883.0,2021,0,True
7722,32,106121,0,Taro Daniel,R,191.0,28.2,105311,0,Joao Sousa,R,185.0,32.0,3,32,116.0,3.0,3.0,76.0,43.0,33.0,14.0,11.0,5.0,7.0,4.0,2.0,72.0,51.0,30.0,10.0,10.0,7.0,11.0,126.0,629.0,105.0,763.0,2021,0,False
7723,32,105357,7,John Millman,R,183.0,31.8,105905,0,Danilo Petrovic,R,203.0,29.2,3,32,111.0,1.0,3.0,70.0,35.0,26.0,19.0,11.0,4.0,6.0,4.0,1.0,89.0,48.0,31.0,17.0,11.0,13.0,17.0,43.0,1461.0,157.0,470.0,2021,0,True
7724,32,126149,0,Gianluca Mager,R,185.0,26.3,111513,9,Laslo Djere,R,188.0,25.8,3,32,92.0,4.0,1.0,73.0,44.0,32.0,14.0,10.0,5.0,6.0,2.0,2.0,62.0,39.0,23.0,12.0,9.0,6.0,9.0,98.0,813.0,49.0,1258.0,2021,0,False
7725,32,200615,0,Alexei Popyrin,R,196.0,21.7,202103,0,Francisco Cerundolo,R,185.0,22.6,3,32,154.0,6.0,0.0,130.0,88.0,59.0,19.0,17.0,8.0,12.0,3.0,2.0,118.0,88.0,57.0,17.0,17.0,8.0,11.0,79.0,941.0,115.0,686.0,2021,0,True
7726,32,105379,0,Aljaz Bedene,R,181.0,31.7,200624,0,Sebastian Korda,R,196.0,20.7,3,32,159.0,2.0,3.0,109.0,55.0,40.0,25.0,15.0,8.0,12.0,1.0,4.0,120.0,79.0,54.0,20.0,16.0,8.0,11.0,56.0,1135.0,66.0,1030.0,2021,0,True
7727,32,200175,8,Miomir Kecmanovic,R,183.0,21.6,105487,0,Facundo Bagnis,L,183.0,31.1,3,32,126.0,2.0,0.0,76.0,54.0,35.0,14.0,12.0,7.0,10.0,5.0,3.0,92.0,60.0,38.0,13.0,12.0,6.0,9.0,47.0,1364.0,102.0,783.0,2021,0,True
7728,32,126239,0,Arthur Rinderknech,R,196.0,25.7,106228,0,Juan Ignacio Londero,R,180.0,27.6,3,32,76.0,6.0,0.0,60.0,45.0,32.0,8.0,10.0,5.0,6.0,0.0,1.0,49.0,34.0,19.0,6.0,9.0,2.0,6.0,129.0,593.0,97.0,813.0,2021,0,False
7729,32,126952,0,Soon Woo Kwon,R,180.0,23.3,106148,0,Roberto Carballes Baena,R,183.0,28.0,3,32,97.0,5.0,1.0,64.0,36.0,26.0,18.0,11.0,4.0,6.0,3.0,2.0,68.0,49.0,31.0,5.0,10.0,3.0,7.0,85.0,910.0,91.0,866.0,2021,0,True
7730,32,126610,2,Matteo Berrettini,R,196.0,25.0,106065,0,Marco Cecchinato,R,185.0,28.5,3,16,81.0,5.0,1.0,57.0,39.0,31.0,10.0,9.0,3.0,3.0,2.0,1.0,62.0,38.0,25.0,12.0,10.0,8.0,11.0,10.0,3453.0,94.0,816.0,2021,0,True
7731,32,105936,5,Filip Krajinovic,R,185.0,29.1,110748,0,Nikola Milojevic,R,188.0,25.8,3,16,69.0,1.0,4.0,43.0,25.0,17.0,13.0,7.0,2.0,2.0,1.0,1.0,45.0,27.0,15.0,4.0,7.0,3.0,8.0,33.0,1683.0,134.0,551.0,2021,0,True
7732,32,105643,0,Federico Delbonis,L,190.0,30.5,105583,4,Dusan Lajovic,R,180.0,30.8,3,16,141.0,2.0,3.0,102.0,68.0,40.0,13.0,14.0,5.0,11.0,0.0,3.0,87.0,64.0,35.0,11.0,13.0,4.0,10.0,84.0,919.0,37.0,1595.0,2021,0,False
7733,32,106121,0,Taro Daniel,R,191.0,28.2,105357,7,John Millman,R,183.0,31.8,3,16,132.0,4.0,0.0,82.0,46.0,34.0,20.0,13.0,1.0,2.0,3.0,2.0,80.0,55.0,34.0,16.0,13.0,4.0,7.0,126.0,629.0,43.0,1461.0,2021,0,False
7734,32,126149,0,Gianluca Mager,R,185.0,26.3,200615,0,Alexei Popyrin,R,196.0,21.7,3,16,84.0,4.0,2.0,64.0,39.0,28.0,15.0,10.0,1.0,2.0,4.0,3.0,68.0,37.0,20.0,16.0,10.0,7.0,11.0,98.0,813.0,79.0,941.0,2021,0,False
7735,32,106234,3,Aslan Karatsev,R,185.0,27.6,105379,0,Aljaz Bedene,R,181.0,31.7,3,16,152.0,9.0,2.0,101.0,59.0,38.0,25.0,16.0,3.0,7.0,6.0,3.0,94.0,56.0,43.0,15.0,15.0,5.0,9.0,28.0,1946.0,56.0,1135.0,2021,0,True
7736,32,200175,8,Miomir Kecmanovic,R,183.0,21.6,126239,0,Arthur Rinderknech,R,196.0,25.7,3,16,101.0,1.0,3.0,75.0,49.0,31.0,18.0,14.0,2.0,6.0,10.0,0.0,70.0,48.0,29.0,9.0,13.0,2.0,7.0,47.0,1364.0,129.0,593.0,2021,0,True
7737,32,104925,1,Novak Djokovic,R,188.0,33.9,126952,0,Soon Woo Kwon,R,180.0,23.3,3,16,68.0,2.0,2.0,39.0,27.0,22.0,7.0,8.0,0.0,1.0,3.0,3.0,56.0,28.0,15.0,10.0,8.0,3.0,8.0,1.0,11873.0,85.0,910.0,2021,0,True
7738,32,126610,2,Matteo Berrettini,R,196.0,25.0,105936,5,Filip Krajinovic,R,185.0,29.1,3,8,87.0,9.0,0.0,62.0,42.0,34.0,11.0,10.0,6.0,6.0,1.0,4.0,57.0,30.0,18.0,17.0,10.0,4.0,6.0,10.0,3453.0,33.0,1683.0,2021,0,True
7739,32,106121,0,Taro Daniel,R,191.0,28.2,105643,0,Federico Delbonis,L,190.0,30.5,3,8,138.0,6.0,0.0,86.0,56.0,36.0,20.0,15.0,5.0,8.0,1.0,5.0,90.0,51.0,32.0,16.0,14.0,4.0,9.0,126.0,629.0,84.0,919.0,2021,0,False
7740,32,106234,3,Aslan Karatsev,R,185.0,27.6,126149,0,Gianluca Mager,R,185.0,26.3,3,8,84.0,0.0,2.0,62.0,35.0,26.0,14.0,10.0,0.0,1.0,1.0,2.0,57.0,34.0,18.0,13.0,9.0,4.0,7.0,28.0,1946.0,98.0,813.0,2021,0,True
7741,32,104925,1,Novak Djokovic,R,188.0,33.9,200175,8,Miomir Kecmanovic,R,183.0,21.6,3,8,75.0,3.0,1.0,55.0,32.0,24.0,13.0,8.0,4.0,5.0,1.0,2.0,51.0,30.0,11.0,12.0,8.0,5.0,10.0,1.0,11873.0,47.0,1364.0,2021,0,True
7742,32,126610,2,Matteo Berrettini,R,196.0,25.0,106121,0,Taro Daniel,R,191.0,28.2,3,4,127.0,10.0,2.0,77.0,52.0,41.0,15.0,13.0,1.0,2.0,1.0,4.0,93.0,57.0,34.0,13.0,12.0,7.0,13.0,10.0,3453.0,126.0,629.0,2021,0,True
7743,32,106234,3,Aslan Karatsev,R,185.0,27.6,104925,1,Novak Djokovic,R,188.0,33.9,3,4,205.0,6.0,4.0,135.0,85.0,54.0,22.0,16.0,23.0,28.0,2.0,6.0,116.0,72.0,44.0,21.0,16.0,10.0,16.0,28.0,1946.0,1.0,11873.0,2021,0,False
7744,32,126610,2,Matteo Berrettini,R,196.0,25.0,106234,3,Aslan Karatsev,R,185.0,27.6,3,2,147.0,9.0,3.0,78.0,47.0,38.0,17.0,14.0,1.0,3.0,1.0,3.0,104.0,65.0,39.0,19.0,14.0,4.0,7.0,10.0,3453.0,28.0,1946.0,2021,0,True
7745,128,104925,1,Novak Djokovic,R,188.0,34.0,105815,0,Tennys Sandgren,R,188.0,29.8,5,128,118.0,4.0,2.0,73.0,49.0,42.0,13.0,13.0,6.0,6.0,5.0,1.0,94.0,56.0,30.0,20.0,13.0,6.0,11.0,1.0,11313.0,66.0,1033.0,2021,0,True
7746,128,104655,0,Pablo Cuevas,R,180.0,35.4,106298,0,Lucas Pouille,R,185.0,27.2,5,128,109.0,10.0,0.0,75.0,53.0,37.0,17.0,13.0,4.0,5.0,6.0,6.0,91.0,34.0,23.0,21.0,12.0,10.0,16.0,92.0,846.0,86.0,892.0,2021,0,False
7747,128,105902,0,James Duckworth,R,183.0,29.3,106099,0,Salvatore Caruso,R,185.0,28.4,5,128,209.0,15.0,8.0,161.0,93.0,73.0,26.0,20.0,21.0,25.0,7.0,4.0,138.0,79.0,52.0,32.0,19.0,10.0,15.0,101.0,794.0,82.0,906.0,2021,0,False
7748,128,105575,0,Ricardas Berankis,R,175.0,30.9,200005,29,Ugo Humbert,L,188.0,22.9,5,128,181.0,5.0,6.0,141.0,83.0,57.0,29.0,19.0,15.0,19.0,14.0,6.0,125.0,67.0,43.0,30.0,19.0,11.0,16.0,93.0,839.0,32.0,1780.0,2021,0,False
7749,128,200282,21,Alex De Minaur,R,183.0,22.2,105882,0,Stefano Travaglia,R,185.0,29.4,5,128,148.0,11.0,3.0,114.0,58.0,39.0,33.0,15.0,14.0,16.0,9.0,5.0,108.0,65.0,40.0,22.0,15.0,2.0,7.0,22.0,2350.0,78.0,939.0,2021,0,True
7750,128,106065,0,Marco Cecchinato,R,185.0,28.6,106034,0,Yasutaka Uchiyama,R,183.0,28.8,5,128,138.0,10.0,4.0,85.0,64.0,51.0,11.0,17.0,0.0,2.0,4.0,3.0,116.0,75.0,39.0,24.0,17.0,9.0,15.0,83.0,903.0,115.0,704.0,2021,0,True
7751,128,106415,0,Yoshihito Nishioka,L,170.0,25.6,104542,0,Jo-Wilfried Tsonga,R,188.0,36.1,5,128,172.0,2.0,2.0,126.0,90.0,66.0,19.0,20.0,6.0,8.0,19.0,5.0,134.0,82.0,60.0,22.0,19.0,8.0,12.0,57.0,1142.0,77.0,947.0,2021,0,True
7752,128,207518,0,Lorenzo Musetti,R,185.0,19.2,105676,13,David Goffin,R,180.0,30.4,5,128,138.0,3.0,1.0,105.0,75.0,53.0,15.0,15.0,6.0,8.0,7.0,4.0,98.0,55.0,38.0,14.0,15.0,7.0,13.0,76.0,950.0,13.0,2875.0,2021,0,False
7753,128,126610,9,Matteo Berrettini,R,196.0,25.1,106121,0,Taro Daniel,R,191.0,28.3,5,128,142.0,14.0,4.0,85.0,59.0,53.0,16.0,18.0,0.0,1.0,4.0,8.0,121.0,81.0,51.0,21.0,18.0,6.0,11.0,9.0,3958.0,113.0,716.0,2021,0,True
7754,128,105948,0,Federico Coria,R,180.0,29.2,103852,0,Feliciano Lopez,L,188.0,39.6,5,128,118.0,5.0,4.0,80.0,65.0,54.0,5.0,15.0,0.0,1.0,10.0,4.0,94.0,53.0,37.0,19.0,14.0,5.0,10.0,94.0,838.0,62.0,1072.0,2021,0,False
7755,128,126952,0,Soon Woo Kwon,R,180.0,23.4,104731,0,Kevin Anderson,R,203.0,35.0,5,128,189.0,8.0,9.0,143.0,76.0,57.0,37.0,21.0,4.0,7.0,30.0,3.0,127.0,78.0,64.0,24.0,21.0,9.0,12.0,91.0,854.0,100.0,795.0,2021,0,True
7756,128,104312,0,Andreas Seppi,R,190.0,37.2,200000,20,Felix Auger Aliassime,R,193.0,20.8,5,128,213.0,5.0,7.0,140.0,76.0,55.0,38.0,21.0,10.0,12.0,12.0,6.0,141.0,95.0,66.0,25.0,20.0,9.0,13.0,98.0,811.0,21.0,2423.0,2021,0,False
7757,128,126203,30,Taylor Fritz,R,193.0,23.5,105311,0,Joao Sousa,R,185.0,32.1,5,128,101.0,7.0,3.0,72.0,41.0,34.0,21.0,14.0,1.0,2.0,1.0,2.0,84.0,50.0,33.0,14.0,14.0,5.0,10.0,33.0,1760.0,114.0,714.0,2021,0,True
7758,128,136440,0,Dominik Koepfer,L,180.0,27.0,106288,0,Mathias Bourgue,R,188.0,27.3,5,128,124.0,3.0,4.0,100.0,60.0,43.0,22.0,14.0,9.0,10.0,1.0,2.0,90.0,61.0,38.0,11.0,14.0,7.0,12.0,59.0,1134.0,197.0,359.0,2021,0,True
7759,128,105227,0,Marin Cilic,R,198.0,32.6,126239,0,Arthur Rinderknech,R,196.0,25.8,5,128,138.0,8.0,0.0,81.0,53.0,45.0,14.0,14.0,5.0,6.0,10.0,6.0,120.0,71.0,43.0,21.0,13.0,11.0,17.0,47.0,1388.0,118.0,677.0,2021,0,True
7760,128,103819,8,Roger Federer,R,185.0,39.8,104797,0,Denis Istomin,R,188.0,34.7,5,128,93.0,8.0,0.0,65.0,46.0,37.0,15.0,14.0,0.0,0.0,3.0,4.0,87.0,61.0,36.0,13.0,13.0,8.0,13.0,8.0,5605.0,204.0,343.0,2021,0,True
7761,128,104745,3,Rafael Nadal,L,185.0,34.9,200615,0,Alexei Popyrin,R,196.0,21.8,5,128,143.0,7.0,5.0,93.0,59.0,48.0,19.0,15.0,3.0,4.0,8.0,5.0,89.0,51.0,40.0,17.0,14.0,7.0,11.0,3.0,9630.0,63.0,1052.0,2021,0,True
7762,128,104755,0,Richard Gasquet,R,185.0,34.9,200384,0,Hugo Gaston,L,173.0,20.6,5,128,99.0,5.0,3.0,65.0,39.0,30.0,20.0,13.0,0.0,1.0,2.0,4.0,87.0,41.0,24.0,20.0,12.0,11.0,17.0,53.0,1213.0,141.0,531.0,2021,0,True
7763,128,111815,0,Cameron Norrie,L,188.0,25.7,106216,0,Bjorn Fratangelo,R,183.0,27.8,5,128,151.0,9.0,5.0,119.0,71.0,54.0,19.0,16.0,9.0,12.0,8.0,1.0,97.0,60.0,37.0,20.0,16.0,6.0,12.0,45.0,1430.0,198.0,354.0,2021,0,True
7764,128,144750,0,Lloyd Harris,R,193.0,24.2,132283,26,Lorenzo Sonego,R,191.0,26.0,5,128,138.0,6.0,1.0,90.0,61.0,46.0,20.0,16.0,6.0,7.0,5.0,4.0,97.0,59.0,39.0,22.0,16.0,8.0,12.0,54.0,1198.0,28.0,2132.0,2021,0,False
7765,128,206173,18,Jannik Sinner,R,188.0,19.7,105732,0,Pierre Hugues Herbert,R,188.0,30.2,5,128,212.0,5.0,4.0,154.0,95.0,65.0,35.0,26.0,8.0,12.0,13.0,12.0,151.0,79.0,53.0,35.0,25.0,2.0,10.0,19.0,2500.0,85.0,897.0,2021,0,True
7766,128,126149,0,Gianluca Mager,R,185.0,26.4,105376,0,Peter Gojowczyk,R,185.0,31.8,5,128,156.0,11.0,5.0,137.0,86.0,65.0,22.0,20.0,10.0,13.0,4.0,3.0,120.0,69.0,49.0,25.0,19.0,6.0,12.0,87.0,879.0,134.0,566.0,2021,0,True
7767,128,144707,0,Mikael Ymer,R,183.0,22.7,106148,0,Roberto Carballes Baena,R,183.0,28.1,5,128,216.0,6.0,3.0,147.0,109.0,60.0,16.0,21.0,16.0,26.0,3.0,6.0,109.0,69.0,33.0,20.0,21.0,4.0,15.0,105.0,776.0,95.0,831.0,2021,0,False
7768,128,104792,14,Gael Monfils,R,193.0,34.7,105077,0,Albert Ramos,L,188.0,33.3,5,128,181.0,12.0,9.0,135.0,73.0,55.0,22.0,20.0,8.0,13.0,1.0,5.0,129.0,76.0,43.0,33.0,19.0,4.0,9.0,15.0,2713.0,38.0,1595.0,2021,0,True
7769,128,106043,10,Diego Schwartzman,R,170.0,28.7,104229,0,Yen Hsun Lu,R,180.0,37.7,5,128,103.0,3.0,2.0,71.0,41.0,32.0,17.0,13.0,3.0,5.0,1.0,4.0,75.0,40.0,22.0,11.0,12.0,4.0,12.0,10.0,3465.0,680.0,35.0,2021,0,True
7770,128,105379,0,Aljaz Bedene,R,181.0,31.8,105173,0,Adrian Mannarino,L,183.0,32.9,5,128,209.0,15.0,8.0,118.0,54.0,48.0,33.0,21.0,1.0,3.0,8.0,4.0,153.0,76.0,55.0,36.0,20.0,10.0,15.0,56.0,1166.0,36.0,1651.0,2021,0,False
7771,128,104259,0,Philipp Kohlschreiber,R,178.0,37.6,104269,0,Fernando Verdasco,L,188.0,37.5,5,128,172.0,10.0,5.0,112.0,63.0,46.0,33.0,19.0,13.0,16.0,7.0,9.0,142.0,88.0,58.0,28.0,19.0,13.0,17.0,132.0,572.0,99.0,795.0,2021,0,False
7772,128,106234,24,Aslan Karatsev,R,185.0,27.7,202385,0,Jenson Brooksby,R,188.0,20.5,5,128,119.0,3.0,4.0,77.0,46.0,37.0,20.0,15.0,0.0,1.0,1.0,2.0,84.0,51.0,31.0,18.0,14.0,7.0,11.0,26.0,2245.0,163.0,437.0,2021,0,True
